Cbir_RNA3_R0	gene_0
Cbir_RNA5987_R0	gene_3584
Cbir_RNA5994_R0	gene_3585
Cbir_RNA5997_R0	gene_3586
Cbir_RNA5999_R0	gene_3587
Cbir_RNA6000_R0	gene_3588
Cbir_RNA6004_R0	gene_3589
Lhum_RNA20428_R0	gene_3590
Sinv_RNA20014_R1	gene_3591
Cbir_RNA6009_R0	gene_3592
Cbir_RNA6013_R0	gene_3593
Lhum_RNA20418_R0	gene_3594
Cbir_RNA6015_R0	gene_3594
Cbir_RNA6016_R0	gene_3595
Cbir_RNA6020_R0	gene_3596
Cbir_RNA6023_R0	gene_3597
Cbir_RNA6021_R0	gene_3597
Mpha_RNA8226_R0	gene_3597
Aech_RNA8422_R0	gene_3597
Cbir_RNA6024_R0	gene_3598
Mpha_RNA15640_R0	gene_3599
Cbir_RNA6037_R0	gene_3600
Cbir_RNA6039_R0	gene_3601
Cbir_RNA6043_R0	gene_3602
Aech_RNA16268_R0	gene_3602
Cbir_RNA6051_R0	gene_3603
Cbir_RNA6065_R0	gene_3604
Sinv_RNA8235_R0	gene_3605
Cbir_RNA6070_R0	gene_3606
Cbir_RNA6068_R0	gene_3606
Cbir_RNA6072_R0	gene_3607
Cbir_RNA6077_R0	gene_3608
Lhum_RNA12946_R0	gene_3608
Cbir_RNA6078_R0	gene_3609
Mpha_RNA4867_R0	gene_3609
Cbir_RNA6085_R0	gene_3610
Mpha_RNA4863_R0	gene_3610
Sinv_RNA8217_R0	gene_3611
Nvit_RNA22255_R1	gene_3612
Cbir_RNA6091_R0	gene_3613
Mpha_RNA6532_R0	gene_3613
Nvit_RNA5222_R0	gene_3613
Cbir_RNA6103_R0	gene_3614
Dqua_RNA2425_R0	gene_3614
Nvit_RNA6013_R0	gene_3614
Cbir_RNA6104_R0	gene_3615
Cbir_RNA6112_R0	gene_3616
Aech_RNA7169_R0	gene_3616
Lhum_RNA12976_R0	gene_3617
Cbir_RNA6114_R0	gene_3618
Cbir_RNA6115_R0	gene_3618
Cbir_RNA6113_R0	gene_3618
Cbir_RNA6116_R0	gene_3619
Lhum_RNA12991_R0	gene_3619
Aech_RNA7155_R0	gene_3619
Dqua_RNA1262_R1	gene_3619
Cbir_RNA6123_R0	gene_3620
Aech_RNA15331_R3	gene_3620
Sinv_RNA1739_R0	gene_3621
Cbir_RNA6130_R0	gene_3622
Nvit_RNA6436_R0	gene_3622
Cbir_RNA6136_R0	gene_3623
Cbir_RNA6133_R0	gene_3623
Cbir_RNA6134_R0	gene_3623
Aech_RNA7132_R0	gene_3623
Mpha_RNA7226_R0	gene_3623
Cbir_RNA6137_R0	gene_3624
Cbir_RNA6145_R0	gene_3625
Cbir_RNA6146_R0	gene_3625
Sinv_RNA1721_R0	gene_3625
Cbir_RNA6147_R0	gene_3626
Cbir_RNA6144_R0	gene_3627
Cbir_RNA6155_R0	gene_3628
Amel_RNA1569_R0	gene_3628
Cbir_RNA6163_R0	gene_3629
Cbir_RNA6169_R0	gene_3630
Mpha_RNA8957_R0	gene_3631
Cbir_RNA6173_R0	gene_3632
Cbir_RNA6174_R0	gene_3633
Nvit_RNA1510_R0	gene_3633
Dmel_RNA2054_R0	gene_3633
Cbir_RNA12202_R1	gene_3633
Lhum_RNA19445_R9	gene_3634
Mpha_RNA22494_R0	gene_3635
Cbir_RNA6198_R0	gene_3636
Cbir_RNA6205_R0	gene_3637
Mpha_RNA19285_R0	gene_3637
Cbir_RNA6208_R0	gene_3638
Cbir_RNA6209_R0	gene_3638
Mpha_RNA7240_R0	gene_3638
Cbir_RNA6210_R0	gene_3639
Cbir_RNA6212_R0	gene_3640
Dqua_RNA1952_R0	gene_3640
Sinv_RNA19062_R5	gene_3640
Mpha_RNA4328_R0	gene_3640
Lhum_RNA11568_R0	gene_3641
Cbir_RNA6217_R0	gene_3642
Aech_RNA7050_R0	gene_3642
Cbir_RNA6226_R0	gene_3643
Cbir_RNA6229_R0	gene_3643
Amel_RNA17897_R0	gene_3643
Amel_RNA17898_R0	gene_3643
Nvit_RNA18969_R0	gene_3643
Cbir_RNA5992_R0	gene_3644
Dqua_RNA1428_R0	gene_3645
Cbir_RNA5998_R0	gene_3646
Cbir_RNA6001_R0	gene_3647
Cbir_RNA6007_R0	gene_3648
Dqua_RNA3953_R0	gene_3648
Cbir_RNA6006_R0	gene_3648
Sinv_RNA3869_R0	gene_3648
Cbir_RNA6011_R0	gene_3649
Cbir_RNA6014_R0	gene_3650
Cbir_RNA6017_R0	gene_3651
Cbir_RNA6019_R0	gene_3652
Mpha_RNA13851_R0	gene_3652
Dmel_RNA22497_R0	gene_3652
Amel_RNA27736_R0	gene_3653
Cbir_RNA6025_R0	gene_3654
Cbir_RNA6027_R0	gene_3655
Sinv_RNA8261_R0	gene_3655
Cbir_RNA6035_R0	gene_3656
Cbir_RNA6036_R0	gene_3657
Dqua_RNA21894_R0	gene_3657
Cbir_RNA6038_R0	gene_3658
Cbir_RNA6041_R0	gene_3659
Mpha_RNA3365_R0	gene_3659
Lhum_RNA12859_R0	gene_3660
Sinv_RNA8237_R0	gene_3661
Sinv_RNA8236_R0	gene_3662
Cbir_RNA6061_R0	gene_3663
Cbir_RNA6076_R0	gene_3664
Cbir_RNA6079_R0	gene_3665
Cbir_RNA6082_R0	gene_3666
Sinv_RNA8215_R0	gene_3667
Cbir_RNA6092_R0	gene_3668
Cbir_RNA6094_R0	gene_3669
Cbir_RNA6093_R0	gene_3670
Mpha_RNA5065_R0	gene_3671
Cbir_RNA6095_R0	gene_3672
Cbir_RNA6097_R0	gene_3673
Cbir_RNA6096_R0	gene_3673
Cbir_RNA6100_R0	gene_3674
Cbir_RNA6107_R0	gene_3675
Lhum_RNA12973_R0	gene_3675
Cbir_RNA6117_R0	gene_3676
Cbir_RNA6118_R0	gene_3677
Cbir_RNA6119_R0	gene_3678
Sinv_RNA21309_R0	gene_3678
Cbir_RNA6128_R0	gene_3679
Cbir_RNA6129_R0	gene_3680
Dqua_RNA2457_R0	gene_3680
Sinv_RNA1730_R0	gene_3681
Cbir_RNA6139_R0	gene_3682
Cbir_RNA6143_R0	gene_3683
Cbir_RNA6141_R0	gene_3684
Cbir_RNA6148_R0	gene_3685
Cbir_RNA6152_R0	gene_3686
Dmel_RNA3681_R0	gene_3686
Cbir_RNA6158_R0	gene_3687
Cbir_RNA6157_R0	gene_3687
Mpha_RNA12269_R0	gene_3687
Cbir_RNA6159_R0	gene_3688
Aech_RNA7094_R0	gene_3689
Aech_RNA7095_R0	gene_3689
Nvit_RNA21926_R1	gene_3689
Nvit_RNA5228_R1	gene_3689
Cbir_RNA6162_R0	gene_3690
Dqua_RNA13951_R0	gene_3690
Lhum_RNA2816_R0	gene_3691
Cbir_RNA6164_R0	gene_3691
Amel_RNA10472_R0	gene_3691
Cbir_RNA6171_R0	gene_3692
Dmel_RNA8752_R0	gene_3692
Lhum_RNA3439_R3	gene_3693
Mpha_RNA1029_R8	gene_3694
Cbir_RNA6181_R0	gene_3695
Cbir_RNA6183_R0	gene_3695
Cbir_RNA6184_R0	gene_3695
Cbir_RNA6178_R0	gene_3695
Lhum_RNA2827_R0	gene_3695
Sinv_RNA1692_R0	gene_3695
Dmel_RNA2822_R0	gene_3695
Dmel_RNA18684_R0	gene_3695
Cbir_RNA6187_R0	gene_3696
Mpha_RNA19095_R0	gene_3697
Cbir_RNA6188_R0	gene_3698
Cbir_RNA6190_R0	gene_3699
Lhum_RNA2837_R0	gene_3699
Amel_RNA19913_R7	gene_3700
Aech_RNA2726_R1	gene_3701
Cbir_RNA6203_R0	gene_3702
Nvit_RNA11654_R0	gene_3702
Cbir_RNA6204_R0	gene_3703
Lhum_RNA11588_R0	gene_3703
Cbir_RNA6207_R0	gene_3704
Cbir_RNA6218_R0	gene_3705
Cbir_RNA6219_R0	gene_3705
Cbir_RNA6220_R0	gene_3705
Cbir_RNA6224_R0	gene_3706
Cbir_RNA6223_R0	gene_3706
Cbir_RNA6232_R0	gene_3707
Lhum_RNA14973_R0	gene_3707
Dqua_RNA13984_R0	gene_3708
Cbir_RNA6236_R0	gene_3709
Cbir_RNA6237_R0	gene_3710
Cbir_RNA7507_R1	gene_3711
Cbir_RNA6241_R0	gene_3712
Sinv_RNA18552_R9	gene_3713
Lhum_RNA19049_R9	gene_3714
Cbir_RNA10796_R1	gene_3715
Aech_RNA646_R0	gene_3716
Cbir_RNA6273_R0	gene_3717
Cbir_RNA6242_R0	gene_3718
Cbir_RNA6268_R0	gene_3719
Cbir_RNA6268_R1	gene_3720
Mpha_RNA9506_R4	gene_3721
Cbir_RNA24226_R3	gene_3722
Cbir_RNA6249_R0	gene_3723
Cbir_RNA6253_R0	gene_3724
Cbir_RNA6262_R0	gene_3725
Cbir_RNA6258_R0	gene_3726
Cbir_RNA6275_R0	gene_3727
Sinv_RNA17019_R7	gene_3728
Cbir_RNA6278_R0	gene_3729
Sinv_RNA19588_R1	gene_3730
Nvit_RNA25432_R5	gene_3731
Cbir_RNA6997_R5	gene_3732
Sinv_RNA21806_R5	gene_3733
Dqua_RNA8873_R1	gene_3734
Cbir_RNA12101_R8	gene_3735
Cbir_RNA6286_R2	gene_3736
Aech_RNA3250_R0	gene_3737
Cbir_RNA6277_R0	gene_3738
Nvit_RNA25387_R9	gene_3739
Amel_RNA28427_R2	gene_3740
Lhum_RNA15134_R6	gene_3741
Nvit_RNA2720_R4	gene_3742
Nvit_RNA25432_R4	gene_3743
Sinv_RNA19588_R2	gene_3744
Mpha_RNA5994_R3	gene_3745
Cbir_RNA1889_R9	gene_3746
Cbir_RNA6283_R0	gene_3747
Sinv_RNA22048_R2	gene_3747
Mpha_RNA384_R1	gene_3748
Cbir_RNA6286_R0	gene_3749
Cbir_RNA6289_R0	gene_3750
Mpha_RNA1388_R5	gene_3750
Nvit_RNA5756_R5	gene_3750
Sinv_RNA1330_R4	gene_3750
Amel_RNA28462_R1	gene_3750
Cbir_RNA6294_R0	gene_3751
Dqua_RNA6876_R1	gene_3751
Sinv_RNA21586_R5	gene_3752
Cbir_RNA6296_R0	gene_3753
Lhum_RNA15135_R0	gene_3754
Cbir_RNA6306_R0	gene_3755
Cbir_RNA6313_R0	gene_3756
Cbir_RNA6314_R0	gene_3757
Cbir_RNA6315_R0	gene_3757
Mpha_RNA21428_R0	gene_3757
Cbir_RNA6317_R0	gene_3758
Cbir_RNA6323_R0	gene_3759
Cbir_RNA6328_R0	gene_3760
Cbir_RNA6330_R0	gene_3761
Cbir_RNA6337_R0	gene_3762
Aech_RNA12635_R0	gene_3762
Lhum_RNA13717_R0	gene_3763
Mpha_RNA20330_R0	gene_3763
Cbir_RNA6354_R0	gene_3764
Cbir_RNA6362_R0	gene_3765
Cbir_RNA6382_R0	gene_3766
Dqua_RNA20806_R0	gene_3766
Cbir_RNA6389_R0	gene_3767
Amel_RNA24863_R0	gene_3767
Lhum_RNA12459_R0	gene_3768
Cbir_RNA6407_R0	gene_3768
Cbir_RNA6411_R0	gene_3769
Dmel_RNA26024_R0	gene_3769
Cbir_RNA6418_R0	gene_3770
Cbir_RNA6422_R0	gene_3771
Dmel_RNA21105_R0	gene_3771
Cbir_RNA6427_R0	gene_3772
Dqua_RNA10993_R0	gene_3772
Mpha_RNA13771_R1	gene_3772
Cbir_RNA6429_R0	gene_3773
Cbir_RNA6426_R0	gene_3774
Cbir_RNA6430_R0	gene_3775
Cbir_RNA6430_R1	gene_3776
Cbir_RNA6431_R0	gene_3777
Cbir_RNA6432_R0	gene_3778
Lhum_RNA187_R0	gene_3779
Cbir_RNA6472_R0	gene_3780
Cbir_RNA6473_R0	gene_3780
Aech_RNA4946_R0	gene_3780
Amel_RNA1581_R0	gene_3780
Amel_RNA1583_R0	gene_3780
Sinv_RNA10336_R8	gene_3781
Cbir_RNA9103_R7	gene_3782
Cbir_RNA6494_R0	gene_3783
Cbir_RNA6495_R0	gene_3784
Dmel_RNA30270_R0	gene_3784
Dmel_RNA30263_R0	gene_3784
Cbir_RNA6500_R0	gene_3785
Dmel_RNA27274_R0	gene_3785
Cbir_RNA6505_R0	gene_3786
Sinv_RNA3891_R0	gene_3786
Cbir_RNA6514_R0	gene_3787
Cbir_RNA6508_R0	gene_3788
Cbir_RNA6516_R0	gene_3789
Cbir_RNA6518_R0	gene_3790
Cbir_RNA6519_R0	gene_3791
Mpha_RNA22639_R0	gene_3791
Cbir_RNA6520_R0	gene_3792
Cbir_RNA6533_R0	gene_3793
Sinv_RNA1322_R0	gene_3794
Cbir_RNA6542_R0	gene_3795
Sinv_RNA10346_R0	gene_3795
Cbir_RNA6541_R0	gene_3796
Amel_RNA6985_R0	gene_3796
Cbir_RNA6543_R0	gene_3797
Amel_RNA28981_R0	gene_3797
Cbir_RNA6549_R0	gene_3798
Cbir_RNA6553_R0	gene_3799
Dmel_RNA6255_R0	gene_3799
Cbir_RNA6559_R0	gene_3800
Cbir_RNA6569_R0	gene_3801
Cbir_RNA6572_R0	gene_3802
Cbir_RNA6575_R0	gene_3803
Dmel_RNA8172_R0	gene_3803
Cbir_RNA6576_R0	gene_3804
Cbir_RNA6581_R0	gene_3805
Cbir_RNA6582_R0	gene_3805
Cbir_RNA6582_R1	gene_3806
Cbir_RNA6592_R0	gene_3807
Cbir_RNA6589_R0	gene_3808
Cbir_RNA6593_R0	gene_3809
Cbir_RNA6595_R0	gene_3810
Cbir_RNA6599_R0	gene_3811
Cbir_RNA6600_R0	gene_3812
Cbir_RNA6601_R0	gene_3813
Cbir_RNA6610_R0	gene_3814
Sinv_RNA12910_R0	gene_3815
Cbir_RNA6622_R0	gene_3816
Cbir_RNA6624_R0	gene_3817
Amel_RNA28741_R0	gene_3817
Amel_RNA28745_R0	gene_3817
Amel_RNA28743_R0	gene_3817
Amel_RNA28744_R0	gene_3817
Cbir_RNA6625_R0	gene_3818
Cbir_RNA6631_R0	gene_3819
Dmel_RNA17179_R0	gene_3819
Dmel_RNA28330_R2	gene_3819
Mpha_RNA1445_R2	gene_3819
Cbir_RNA6633_R0	gene_3820
Cbir_RNA6634_R0	gene_3821
Cbir_RNA6638_R0	gene_3822
Cbir_RNA6639_R0	gene_3822
Cbir_RNA6640_R0	gene_3823
Aech_RNA16803_R0	gene_3823
Cbir_RNA6641_R0	gene_3824
Cbir_RNA6642_R0	gene_3825
Cbir_RNA6645_R0	gene_3826
Cbir_RNA6646_R0	gene_3827
Cbir_RNA6647_R0	gene_3828
Cbir_RNA6648_R0	gene_3829
Cbir_RNA6652_R0	gene_3830
Cbir_RNA6664_R0	gene_3831
Cbir_RNA6667_R0	gene_3832
Cbir_RNA6668_R0	gene_3833
Cbir_RNA6669_R0	gene_3833
Cbir_RNA6672_R0	gene_3834
Cbir_RNA6671_R0	gene_3835
Dmel_RNA31359_R1	gene_3836
Cbir_RNA6675_R0	gene_3837
Cbir_RNA6678_R0	gene_3838
Cbir_RNA6684_R0	gene_3839
Cbir_RNA6715_R0	gene_3840
Cbir_RNA6720_R0	gene_3841
Cbir_RNA6724_R0	gene_3842
Cbir_RNA6727_R0	gene_3843
Sinv_RNA5948_R0	gene_3843
Dqua_RNA1594_R0	gene_3843
Cbir_RNA6731_R0	gene_3844
Cbir_RNA6742_R0	gene_3845
Cbir_RNA6746_R0	gene_3846
Dmel_RNA29320_R0	gene_3846
Dqua_RNA9993_R0	gene_3847
Cbir_RNA6754_R0	gene_3848
Cbir_RNA6759_R0	gene_3849
Nvit_RNA2217_R0	gene_3849
Cbir_RNA6765_R0	gene_3850
Mpha_RNA1371_R0	gene_3850
Lhum_RNA10418_R0	gene_3851
Dmel_RNA11807_R8	gene_3852
Cbir_RNA6772_R0	gene_3853
Cbir_RNA6774_R0	gene_3854
Cbir_RNA6776_R0	gene_3855
Cbir_RNA6786_R0	gene_3856
Sinv_RNA2312_R0	gene_3856
Cbir_RNA6788_R0	gene_3857
Cbir_RNA6796_R0	gene_3858
Cbir_RNA6800_R0	gene_3859
Cbir_RNA6801_R0	gene_3859
Dmel_RNA4536_R0	gene_3859
Dmel_RNA4535_R0	gene_3859
Lhum_RNA9569_R0	gene_3860
Sinv_RNA10935_R0	gene_3861
Dmel_RNA20706_R0	gene_3862
Mpha_RNA8866_R0	gene_3863
Cbir_RNA6835_R0	gene_3864
Lhum_RNA1059_R0	gene_3864
Lhum_RNA1057_R0	gene_3865
Cbir_RNA6842_R0	gene_3865
Aech_RNA17558_R0	gene_3865
Cbir_RNA6849_R0	gene_3866
Cbir_RNA6850_R0	gene_3866
Mpha_RNA12575_R0	gene_3866
Cbir_RNA6855_R0	gene_3867
Sinv_RNA3681_R0	gene_3867
Nvit_RNA19729_R0	gene_3867
Amel_RNA15551_R1	gene_3867
Aech_RNA12479_R0	gene_3868
Amel_RNA15638_R0	gene_3869
Aech_RNA4896_R0	gene_3869
Cbir_RNA6874_R0	gene_3870
Dmel_RNA8854_R0	gene_3870
Cbir_RNA6872_R0	gene_3871
Cbir_RNA6878_R0	gene_3872
Dmel_RNA2951_R3	gene_3872
Cbir_RNA6887_R0	gene_3873
Cbir_RNA6890_R0	gene_3874
Lhum_RNA19307_R0	gene_3875
Dqua_RNA16606_R0	gene_3876
Aech_RNA4875_R0	gene_3877
Dmel_RNA26048_R0	gene_3877
Cbir_RNA6911_R0	gene_3878
Dqua_RNA5069_R8	gene_3879
Cbir_RNA6916_R0	gene_3880
Cbir_RNA6280_R0	gene_3881
Cbir_RNA6281_R0	gene_3882
Cbir_RNA6282_R0	gene_3883
Cbir_RNA4903_R1	gene_3884
Sinv_RNA18631_R0	gene_3885
Cbir_RNA6287_R0	gene_3886
Cbir_RNA6288_R0	gene_3887
Cbir_RNA6292_R0	gene_3888
Sinv_RNA12376_R0	gene_3888
Cbir_RNA6303_R0	gene_3889
Sinv_RNA8720_R0	gene_3890
Cbir_RNA6312_R0	gene_3891
Cbir_RNA6311_R0	gene_3891
Mpha_RNA1146_R0	gene_3891
Aech_RNA6085_R0	gene_3891
Mpha_RNA1147_R0	gene_3891
Aech_RNA6086_R0	gene_3891
Cbir_RNA6318_R0	gene_3892
Cbir_RNA6319_R0	gene_3892
Cbir_RNA6321_R0	gene_3893
Cbir_RNA6329_R0	gene_3894
Cbir_RNA6333_R0	gene_3895
Cbir_RNA6347_R0	gene_3896
Cbir_RNA6351_R0	gene_3897
Cbir_RNA6350_R0	gene_3897
Mpha_RNA20328_R0	gene_3897
Nvit_RNA24410_R0	gene_3897
Cbir_RNA6355_R0	gene_3898
Cbir_RNA6359_R0	gene_3899
Mpha_RNA1187_R0	gene_3899
Sinv_RNA9957_R0	gene_3900
Cbir_RNA6361_R0	gene_3901
Cbir_RNA6364_R0	gene_3902
Cbir_RNA6363_R0	gene_3903
Dmel_RNA26226_R0	gene_3903
Lhum_RNA12202_R0	gene_3904
Cbir_RNA6365_R0	gene_3904
Aech_RNA12600_R0	gene_3904
Cbir_RNA6367_R0	gene_3905
Cbir_RNA6368_R0	gene_3905
Cbir_RNA6370_R0	gene_3906
Lhum_RNA12206_R0	gene_3906
Amel_RNA7548_R0	gene_3906
Cbir_RNA6371_R0	gene_3907
Cbir_RNA6377_R0	gene_3908
Cbir_RNA6373_R0	gene_3908
Cbir_RNA6381_R0	gene_3909
Dmel_RNA27159_R0	gene_3910
Cbir_RNA6408_R0	gene_3911
Cbir_RNA23849_R2	gene_3912
Cbir_RNA6409_R0	gene_3913
Cbir_RNA6589_R3	gene_3914
Cbir_RNA6416_R0	gene_3915
Cbir_RNA6423_R0	gene_3916
Cbir_RNA6425_R0	gene_3917
Dqua_RNA10998_R0	gene_3917
Sinv_RNA13504_R2	gene_3917
Cbir_RNA6433_R0	gene_3918
Cbir_RNA6434_R0	gene_3919
Cbir_RNA6436_R0	gene_3920
Cbir_RNA6437_R0	gene_3920
Mpha_RNA9935_R0	gene_3920
Cbir_RNA6439_R0	gene_3921
Lhum_RNA18710_R0	gene_3921
Sinv_RNA11346_R0	gene_3921
Aech_RNA4970_R0	gene_3921
Cbir_RNA6441_R0	gene_3922
Amel_RNA9375_R0	gene_3922
Cbir_RNA6444_R0	gene_3923
Cbir_RNA6442_R0	gene_3924
Cbir_RNA6457_R0	gene_3925
Cbir_RNA25331_R1	gene_3925
Cbir_RNA6443_R0	gene_3926
Cbir_RNA6454_R0	gene_3927
Mpha_RNA13173_R0	gene_3927
Cbir_RNA6452_R0	gene_3928
Cbir_RNA6447_R0	gene_3929
Cbir_RNA6450_R0	gene_3929
Cbir_RNA6455_R0	gene_3930
Cbir_RNA6446_R0	gene_3931
Mpha_RNA9929_R0	gene_3932
Dqua_RNA17742_R1	gene_3932
Sinv_RNA11356_R0	gene_3933
Sinv_RNA11361_R0	gene_3933
Mpha_RNA4533_R0	gene_3933
Dqua_RNA17742_R0	gene_3934
Dmel_RNA33849_R5	gene_3935
Cbir_RNA6461_R0	gene_3936
Cbir_RNA6460_R0	gene_3936
Aech_RNA4960_R0	gene_3936
Cbir_RNA6462_R0	gene_3937
Dqua_RNA6747_R0	gene_3938
Cbir_RNA6463_R0	gene_3939
Cbir_RNA6464_R0	gene_3940
Dqua_RNA6750_R0	gene_3940
Mpha_RNA9822_R0	gene_3941
Amel_RNA13741_R0	gene_3942
Cbir_RNA6466_R0	gene_3942
Cbir_RNA6467_R0	gene_3942
Cbir_RNA6468_R0	gene_3942
Lhum_RNA183_R0	gene_3942
Dmel_RNA27640_R0	gene_3942
Cbir_RNA6475_R0	gene_3943
Cbir_RNA6482_R0	gene_3944
Cbir_RNA6477_R0	gene_3945
Cbir_RNA6487_R0	gene_3946
Cbir_RNA6489_R0	gene_3947
Cbir_RNA6479_R0	gene_3948
Cbir_RNA6476_R0	gene_3949
Cbir_RNA6488_R0	gene_3950
Cbir_RNA6481_R0	gene_3951
Cbir_RNA6480_R0	gene_3952
Sinv_RNA18557_R0	gene_3953
Cbir_RNA6478_R0	gene_3954
Sinv_RNA11398_R0	gene_3955
Cbir_RNA6490_R0	gene_3956
Cbir_RNA6493_R0	gene_3957
Cbir_RNA6492_R0	gene_3957
Lhum_RNA1426_R0	gene_3957
Nvit_RNA17229_R0	gene_3957
Mpha_RNA18419_R0	gene_3958
Cbir_RNA6501_R0	gene_3959
Aech_RNA15438_R0	gene_3960
Cbir_RNA6507_R0	gene_3960
Sinv_RNA3889_R0	gene_3960
Cbir_RNA6510_R0	gene_3961
Cbir_RNA6515_R0	gene_3962
Cbir_RNA6517_R0	gene_3963
Dmel_RNA15112_R5	gene_3964
Cbir_RNA6524_R0	gene_3965
Aech_RNA8570_R1	gene_3965
Cbir_RNA7674_R3	gene_3965
Aech_RNA9938_R0	gene_3965
Cbir_RNA6529_R0	gene_3966
Cbir_RNA6530_R0	gene_3966
Sinv_RNA5318_R0	gene_3966
Cbir_RNA6536_R0	gene_3967
Cbir_RNA6538_R0	gene_3968
Cbir_RNA6539_R0	gene_3968
Dqua_RNA18854_R0	gene_3968
Cbir_RNA6547_R0	gene_3969
Cbir_RNA6550_R0	gene_3970
Lhum_RNA13647_R0	gene_3970
Dqua_RNA18842_R0	gene_3970
Cbir_RNA6552_R0	gene_3971
Dmel_RNA6328_R0	gene_3971
Cbir_RNA6554_R0	gene_3972
Cbir_RNA6555_R0	gene_3973
Cbir_RNA6558_R0	gene_3974
Cbir_RNA6556_R0	gene_3975
Cbir_RNA6562_R0	gene_3976
Cbir_RNA6566_R0	gene_3977
Cbir_RNA6567_R0	gene_3978
Cbir_RNA6568_R0	gene_3978
Cbir_RNA6571_R0	gene_3979
Cbir_RNA6573_R0	gene_3980
Cbir_RNA6577_R0	gene_3981
Cbir_RNA6578_R0	gene_3981
Sinv_RNA4692_R0	gene_3981
Mpha_RNA610_R0	gene_3981
Cbir_RNA6579_R0	gene_3982
Cbir_RNA6580_R0	gene_3983
Cbir_RNA6583_R0	gene_3984
Cbir_RNA6588_R0	gene_3984
Nvit_RNA12547_R4	gene_3984
Cbir_RNA6594_R0	gene_3985
Lhum_RNA2302_R0	gene_3985
Dmel_RNA10070_R0	gene_3985
Cbir_RNA6597_R0	gene_3986
Dmel_RNA10068_R0	gene_3986
Cbir_RNA6598_R0	gene_3987
Sinv_RNA17327_R0	gene_3987
Mpha_RNA1460_R0	gene_3987
Cbir_RNA6602_R0	gene_3988
Aech_RNA11266_R1	gene_3988
Aech_RNA11267_R1	gene_3988
Cbir_RNA6603_R0	gene_3989
Cbir_RNA6609_R0	gene_3989
Mpha_RNA19781_R0	gene_3989
Dmel_RNA15985_R0	gene_3989
Mpha_RNA14468_R0	gene_3990
Cbir_RNA6619_R0	gene_3991
Cbir_RNA6616_R0	gene_3991
Cbir_RNA6620_R0	gene_3992
Cbir_RNA6621_R0	gene_3993
Cbir_RNA6628_R0	gene_3994
Cbir_RNA6630_R0	gene_3995
Lhum_RNA6728_R0	gene_3995
Aech_RNA14471_R0	gene_3995
Cbir_RNA6629_R0	gene_3996
Cbir_RNA6635_R0	gene_3997
Aech_RNA11082_R0	gene_3997
Cbir_RNA6636_R0	gene_3998
Cbir_RNA6643_R0	gene_3999
Dqua_RNA23559_R0	gene_3999
Dmel_RNA23334_R0	gene_3999
Cbir_RNA6649_R0	gene_4000
Cbir_RNA6654_R0	gene_4001
Cbir_RNA6659_R0	gene_4002
Cbir_RNA6658_R0	gene_4002
Dmel_RNA16155_R0	gene_4002
Cbir_RNA6661_R0	gene_4003
Cbir_RNA6666_R0	gene_4004
Mpha_RNA8988_R0	gene_4004
Aech_RNA3880_R0	gene_4004
Cbir_RNA6673_R0	gene_4005
Cbir_RNA6674_R0	gene_4005
Sinv_RNA15051_R1	gene_4005
Cbir_RNA6676_R0	gene_4006
Cbir_RNA6680_R0	gene_4007
Cbir_RNA6683_R0	gene_4008
Lhum_RNA10237_R0	gene_4008
Cbir_RNA6708_R0	gene_4009
Cbir_RNA6709_R0	gene_4009
Cbir_RNA6712_R0	gene_4010
Lhum_RNA10104_R0	gene_4011
Cbir_RNA6725_R0	gene_4012
Lhum_RNA10099_R0	gene_4012
Cbir_RNA6729_R0	gene_4013
Cbir_RNA6728_R0	gene_4013
Cbir_RNA6732_R0	gene_4014
Amel_RNA6954_R0	gene_4014
Nvit_RNA18559_R2	gene_4014
Cbir_RNA6735_R0	gene_4015
Aech_RNA15049_R0	gene_4016
Cbir_RNA6743_R0	gene_4017
Lhum_RNA2978_R0	gene_4018
Cbir_RNA6745_R0	gene_4018
Cbir_RNA6747_R0	gene_4019
Aech_RNA2705_R0	gene_4019
Cbir_RNA6753_R0	gene_4020
Cbir_RNA6752_R0	gene_4020
Cbir_RNA6755_R0	gene_4021
Cbir_RNA6757_R0	gene_4022
Cbir_RNA6758_R0	gene_4022
Aech_RNA15978_R0	gene_4022
Cbir_RNA6759_R1	gene_4023
Cbir_RNA6761_R0	gene_4024
Amel_RNA15071_R0	gene_4024
Sinv_RNA3155_R0	gene_4024
Cbir_RNA6766_R0	gene_4025
Dmel_RNA1148_R1	gene_4025
Cbir_RNA6771_R0	gene_4026
Dqua_RNA19595_R0	gene_4026
Cbir_RNA6785_R0	gene_4027
Cbir_RNA6787_R0	gene_4028
Sinv_RNA17862_R0	gene_4028
Dmel_RNA9972_R0	gene_4028
Cbir_RNA6789_R0	gene_4029
Aech_RNA6276_R0	gene_4029
Dqua_RNA8901_R0	gene_4029
Dqua_RNA8902_R0	gene_4029
Cbir_RNA6792_R0	gene_4030
Cbir_RNA6793_R0	gene_4030
Cbir_RNA6791_R0	gene_4030
Cbir_RNA6790_R0	gene_4031
Mpha_RNA2289_R0	gene_4031
Cbir_RNA6798_R0	gene_4032
Cbir_RNA6799_R0	gene_4032
Cbir_RNA6804_R0	gene_4033
Cbir_RNA6805_R0	gene_4034
Cbir_RNA6807_R0	gene_4035
Cbir_RNA6812_R0	gene_4036
Dmel_RNA16636_R0	gene_4036
