Cbir_RNA25344_R1	gene_0
Sinv_RNA5774_R0	gene_4238
Mpha_RNA4984_R0	gene_4238
Sinv_RNA5773_R0	gene_4238
Sinv_RNA5777_R0	gene_4239
Dmel_RNA7997_R0	gene_4239
Sinv_RNA5772_R0	gene_4240
Dqua_RNA15023_R0	gene_4241
Amel_RNA20257_R0	gene_4242
Sinv_RNA5780_R0	gene_4243
Sinv_RNA5782_R0	gene_4244
Mpha_RNA19971_R0	gene_4244
Sinv_RNA5784_R0	gene_4245
Sinv_RNA5786_R0	gene_4246
Aech_RNA2471_R0	gene_4247
Aech_RNA9145_R0	gene_4248
Sinv_RNA5789_R0	gene_4249
Sinv_RNA5792_R0	gene_4250
Sinv_RNA16609_R2	gene_4251
Sinv_RNA20036_R1	gene_4252
Mpha_RNA7942_R7	gene_4253
Sinv_RNA12866_R5	gene_4254
Mpha_RNA846_R4	gene_4255
Sinv_RNA17848_R7	gene_4256
Sinv_RNA19042_R1	gene_4257
Sinv_RNA5794_R0	gene_4258
Dqua_RNA10425_R2	gene_4259
Lhum_RNA44_R8	gene_4260
Sinv_RNA10785_R1	gene_4261
Aech_RNA2912_R2	gene_4262
Sinv_RNA3602_R9	gene_4263
Sinv_RNA5798_R0	gene_4264
Amel_RNA28913_R0	gene_4264
Mpha_RNA4273_R1	gene_4265
Sinv_RNA5800_R0	gene_4266
Cbir_RNA25064_R5	gene_4267
Dqua_RNA3996_R7	gene_4268
Cbir_RNA11285_R1	gene_4269
Dqua_RNA2455_R1	gene_4270
Sinv_RNA5804_R0	gene_4271
Cbir_RNA14532_R6	gene_4271
Lhum_RNA3685_R0	gene_4271
Lhum_RNA19561_R2	gene_4271
Sinv_RNA9737_R2	gene_4272
Sinv_RNA5806_R0	gene_4273
Nvit_RNA5426_R1	gene_4274
Sinv_RNA5807_R0	gene_4275
Sinv_RNA21344_R2	gene_4276
Cbir_RNA15445_R8	gene_4277
Dqua_RNA10091_R9	gene_4278
Lhum_RNA19050_R8	gene_4279
Sinv_RNA5811_R0	gene_4280
Sinv_RNA15320_R2	gene_4281
Cbir_RNA16646_R1	gene_4282
Sinv_RNA21684_R9	gene_4283
Sinv_RNA5808_R0	gene_4284
Sinv_RNA5810_R0	gene_4285
Lhum_RNA194_R7	gene_4286
Nvit_RNA10857_R4	gene_4287
Cbir_RNA8115_R0	gene_4288
Amel_RNA27717_R0	gene_4289
Aech_RNA307_R8	gene_4290
Sinv_RNA5817_R0	gene_4291
Mpha_RNA9101_R0	gene_4292
Sinv_RNA5818_R0	gene_4293
Sinv_RNA5819_R0	gene_4293
Sinv_RNA5821_R0	gene_4293
Sinv_RNA5823_R0	gene_4294
Dqua_RNA20851_R0	gene_4294
Dmel_RNA31013_R0	gene_4294
Dmel_RNA31014_R0	gene_4294
Sinv_RNA5822_R0	gene_4295
Sinv_RNA5825_R0	gene_4296
Lhum_RNA5457_R0	gene_4296
Dmel_RNA13306_R0	gene_4296
Amel_RNA28439_R1	gene_4297
Cbir_RNA23073_R4	gene_4298
Lhum_RNA747_R5	gene_4299
Sinv_RNA17400_R4	gene_4300
Sinv_RNA21321_R4	gene_4301
Sinv_RNA5832_R0	gene_4302
Dmel_RNA31975_R1	gene_4303
Sinv_RNA5835_R0	gene_4304
Sinv_RNA5836_R0	gene_4305
Mpha_RNA3925_R2	gene_4306
Sinv_RNA535_R9	gene_4307
Sinv_RNA5840_R0	gene_4308
Sinv_RNA5843_R0	gene_4309
Sinv_RNA5844_R0	gene_4310
Mpha_RNA7237_R0	gene_4311
Cbir_RNA22289_R1	gene_4312
Sinv_RNA5847_R0	gene_4313
Mpha_RNA19687_R1	gene_4314
Sinv_RNA5851_R0	gene_4315
Aech_RNA19292_R0	gene_4315
Sinv_RNA18918_R5	gene_4316
Lhum_RNA1824_R0	gene_4317
Amel_RNA16861_R4	gene_4318
Sinv_RNA5859_R0	gene_4319
Sinv_RNA5854_R0	gene_4320
Aech_RNA5730_R1	gene_4321
Sinv_RNA5864_R0	gene_4322
Sinv_RNA21692_R1	gene_4323
Sinv_RNA5869_R0	gene_4324
Lhum_RNA16047_R4	gene_4325
Aech_RNA20835_R7	gene_4326
Sinv_RNA5879_R0	gene_4327
Dmel_RNA20882_R0	gene_4327
Mpha_RNA23307_R0	gene_4328
Sinv_RNA5890_R0	gene_4329
Cbir_RNA11477_R0	gene_4329
Dmel_RNA21753_R2	gene_4329
Cbir_RNA11440_R0	gene_4330
Cbir_RNA11454_R0	gene_4331
Sinv_RNA5877_R0	gene_4332
Sinv_RNA5878_R0	gene_4332
Sinv_RNA5880_R0	gene_4333
Sinv_RNA5883_R0	gene_4334
Sinv_RNA5884_R0	gene_4335
Dmel_RNA21753_R1	gene_4335
Sinv_RNA5885_R0	gene_4336
Sinv_RNA5889_R0	gene_4337
Sinv_RNA5891_R0	gene_4338
Dqua_RNA19210_R0	gene_4338
Nvit_RNA5867_R0	gene_4338
Sinv_RNA5892_R0	gene_4339
Sinv_RNA5893_R0	gene_4339
Nvit_RNA26369_R0	gene_4340
Sinv_RNA5896_R0	gene_4341
Amel_RNA2649_R0	gene_4341
Dmel_RNA1301_R0	gene_4342
Sinv_RNA5898_R0	gene_4343
Nvit_RNA7310_R0	gene_4344
Sinv_RNA5902_R0	gene_4345
Sinv_RNA5907_R0	gene_4346
Sinv_RNA5910_R0	gene_4347
Sinv_RNA5912_R0	gene_4348
Sinv_RNA5914_R0	gene_4349
Sinv_RNA5915_R0	gene_4350
Nvit_RNA8907_R0	gene_4351
Sinv_RNA5920_R0	gene_4352
Sinv_RNA5923_R0	gene_4353
Sinv_RNA5926_R0	gene_4354
Sinv_RNA5929_R0	gene_4355
Aech_RNA12996_R0	gene_4355
Amel_RNA11296_R0	gene_4355
Dqua_RNA12273_R0	gene_4356
Mpha_RNA9497_R0	gene_4356
Dmel_RNA38_R8	gene_4357
Mpha_RNA18669_R0	gene_4358
Sinv_RNA5942_R0	gene_4359
Sinv_RNA5944_R0	gene_4359
Lhum_RNA13633_R0	gene_4359
Sinv_RNA5946_R0	gene_4360
Lhum_RNA18982_R4	gene_4361
Sinv_RNA5901_R0	gene_4362
Sinv_RNA5906_R0	gene_4363
Sinv_RNA5909_R0	gene_4364
Sinv_RNA5911_R0	gene_4365
Sinv_RNA5913_R0	gene_4366
Dmel_RNA13916_R1	gene_4367
Mpha_RNA9368_R1	gene_4368
Sinv_RNA5921_R0	gene_4369
Aech_RNA12976_R0	gene_4369
Aech_RNA16663_R0	gene_4369
Sinv_RNA5922_R0	gene_4370
Sinv_RNA5928_R0	gene_4371
Amel_RNA11303_R0	gene_4372
Dqua_RNA12272_R0	gene_4372
Sinv_RNA5938_R0	gene_4373
Sinv_RNA5939_R0	gene_4373
Nvit_RNA16250_R0	gene_4373
Aech_RNA13011_R0	gene_4374
Sinv_RNA5949_R0	gene_4375
Sinv_RNA5948_R0	gene_4375
Dqua_RNA1594_R0	gene_4375
Sinv_RNA5950_R0	gene_4376
Sinv_RNA5952_R0	gene_4377
Cbir_RNA18424_R2	gene_4377
Sinv_RNA5960_R0	gene_4378
Sinv_RNA5965_R0	gene_4379
Sinv_RNA5951_R0	gene_4380
Mpha_RNA2637_R7	gene_4381
Sinv_RNA5953_R0	gene_4382
Nvit_RNA22661_R0	gene_4382
Mpha_RNA18313_R0	gene_4383
Sinv_RNA5961_R0	gene_4383
Sinv_RNA5964_R0	gene_4384
Sinv_RNA5966_R0	gene_4385
Sinv_RNA5968_R0	gene_4386
Sinv_RNA5969_R0	gene_4387
Sinv_RNA5970_R0	gene_4388
Amel_RNA28203_R0	gene_4388
Sinv_RNA5971_R0	gene_4389
Amel_RNA28516_R0	gene_4389
Sinv_RNA5972_R0	gene_4390
Mpha_RNA11259_R0	gene_4390
Sinv_RNA5973_R0	gene_4390
Dmel_RNA12499_R0	gene_4390
Sinv_RNA5974_R0	gene_4391
Aech_RNA16477_R0	gene_4392
Sinv_RNA5977_R0	gene_4393
Sinv_RNA5978_R0	gene_4394
Sinv_RNA5979_R0	gene_4395
Mpha_RNA1117_R2	gene_4396
Sinv_RNA5986_R0	gene_4397
Sinv_RNA5987_R0	gene_4398
Cbir_RNA19433_R0	gene_4398
Cbir_RNA19434_R0	gene_4398
Dmel_RNA32470_R0	gene_4398
Sinv_RNA5990_R0	gene_4399
Sinv_RNA5999_R0	gene_4400
Sinv_RNA21472_R1	gene_4401
Sinv_RNA6004_R0	gene_4402
Aech_RNA21713_R0	gene_4403
Sinv_RNA6003_R0	gene_4404
Mpha_RNA5729_R0	gene_4405
Sinv_RNA6019_R0	gene_4406
Lhum_RNA21452_R0	gene_4406
Cbir_RNA21966_R3	gene_4406
Sinv_RNA6021_R0	gene_4407
Dmel_RNA19126_R0	gene_4407
Sinv_RNA6022_R0	gene_4408
Sinv_RNA6025_R0	gene_4409
Sinv_RNA12995_R8	gene_4410
Sinv_RNA5984_R0	gene_4411
Sinv_RNA5985_R0	gene_4411
Aech_RNA21696_R0	gene_4411
Sinv_RNA5989_R0	gene_4412
Sinv_RNA5988_R0	gene_4412
Sinv_RNA5996_R0	gene_4413
Sinv_RNA6000_R0	gene_4414
Sinv_RNA6002_R0	gene_4415
Mpha_RNA20883_R0	gene_4415
Dqua_RNA11273_R0	gene_4416
Sinv_RNA6006_R0	gene_4417
Sinv_RNA6008_R0	gene_4418
Dqua_RNA11270_R0	gene_4418
Dmel_RNA800_R0	gene_4418
Sinv_RNA6010_R0	gene_4419
Sinv_RNA6011_R0	gene_4419
Sinv_RNA6017_R0	gene_4420
Sinv_RNA6020_R0	gene_4421
Sinv_RNA6038_R0	gene_4422
Sinv_RNA6041_R0	gene_4423
Aech_RNA586_R0	gene_4423
Sinv_RNA6042_R0	gene_4424
Sinv_RNA6043_R0	gene_4425
Sinv_RNA20011_R3	gene_4426
Lhum_RNA8210_R1	gene_4427
Mpha_RNA12818_R1	gene_4428
Sinv_RNA717_R7	gene_4429
Sinv_RNA20391_R8	gene_4430
Sinv_RNA6047_R0	gene_4431
Sinv_RNA6048_R0	gene_4432
Sinv_RNA6049_R0	gene_4433
Sinv_RNA6052_R0	gene_4434
Mpha_RNA14989_R3	gene_4435
Amel_RNA15469_R0	gene_4436
Aech_RNA17827_R0	gene_4437
Sinv_RNA6057_R0	gene_4438
Sinv_RNA6059_R0	gene_4439
Aech_RNA17815_R0	gene_4440
Mpha_RNA1452_R0	gene_4441
Mpha_RNA1453_R0	gene_4441
Cbir_RNA25520_R1	gene_4441
Sinv_RNA6069_R0	gene_4442
Amel_RNA23426_R0	gene_4443
Sinv_RNA6070_R0	gene_4444
Sinv_RNA6071_R0	gene_4445
Sinv_RNA6072_R0	gene_4446
Mpha_RNA5351_R0	gene_4447
Sinv_RNA6080_R0	gene_4448
Sinv_RNA6084_R0	gene_4449
Sinv_RNA6054_R0	gene_4450
Amel_RNA15471_R0	gene_4450
Sinv_RNA6055_R0	gene_4451
Aech_RNA16973_R0	gene_4451
Sinv_RNA6058_R0	gene_4452
Aech_RNA17816_R0	gene_4453
Sinv_RNA6062_R0	gene_4454
Dmel_RNA32115_R4	gene_4454
Lhum_RNA23403_R5	gene_4454
Cbir_RNA17549_R4	gene_4454
Dqua_RNA758_R4	gene_4454
Amel_RNA13108_R5	gene_4454
Dmel_RNA26019_R5	gene_4454
Sinv_RNA6065_R0	gene_4455
Mpha_RNA2372_R0	gene_4456
Aech_RNA14745_R0	gene_4457
Sinv_RNA6066_R0	gene_4458
Mpha_RNA3456_R0	gene_4459
Sinv_RNA6075_R0	gene_4460
Aech_RNA16657_R0	gene_4460
Cbir_RNA1024_R0	gene_4461
Nvit_RNA23396_R1	gene_4462
Sinv_RNA6081_R0	gene_4463
Sinv_RNA6083_R0	gene_4464
Aech_RNA16645_R0	gene_4464
Mpha_RNA5339_R0	gene_4464
Sinv_RNA6085_R0	gene_4465
Cbir_RNA15401_R0	gene_4465
Sinv_RNA6086_R0	gene_4466
Cbir_RNA11184_R0	gene_4466
Nvit_RNA8036_R9	gene_4467
Sinv_RNA6088_R0	gene_4468
Sinv_RNA6090_R0	gene_4469
Sinv_RNA6091_R0	gene_4469
Cbir_RNA11176_R0	gene_4469
Nvit_RNA10119_R0	gene_4469
Amel_RNA8670_R0	gene_4469
Dmel_RNA2402_R0	gene_4469
Dmel_RNA10285_R6	gene_4469
Sinv_RNA6102_R0	gene_4470
Sinv_RNA6104_R0	gene_4471
Sinv_RNA6105_R0	gene_4472
Sinv_RNA6106_R0	gene_4473
Cbir_RNA513_R0	gene_4473
Sinv_RNA6107_R0	gene_4474
Amel_RNA6774_R0	gene_4474
Sinv_RNA6112_R0	gene_4475
Dqua_RNA23660_R0	gene_4475
Sinv_RNA6115_R0	gene_4476
Sinv_RNA6116_R0	gene_4477
Sinv_RNA6117_R0	gene_4478
Sinv_RNA6121_R0	gene_4479
Sinv_RNA6122_R0	gene_4480
Mpha_RNA1076_R0	gene_4480
Sinv_RNA6126_R0	gene_4481
Sinv_RNA6137_R0	gene_4482
Mpha_RNA8711_R1	gene_4482
Sinv_RNA6140_R0	gene_4483
Sinv_RNA6141_R0	gene_4484
Sinv_RNA6143_R0	gene_4485
Sinv_RNA6144_R0	gene_4486
Sinv_RNA6145_R0	gene_4487
Sinv_RNA6087_R0	gene_4488
Sinv_RNA6089_R0	gene_4489
Sinv_RNA6092_R0	gene_4490
Mpha_RNA5776_R0	gene_4490
Lhum_RNA15205_R0	gene_4490
Sinv_RNA6095_R0	gene_4491
Sinv_RNA6110_R0	gene_4492
Aech_RNA13496_R0	gene_4493
Sinv_RNA6120_R0	gene_4494
Cbir_RNA25424_R0	gene_4494
Sinv_RNA6124_R0	gene_4495
Dmel_RNA29879_R0	gene_4495
Sinv_RNA6127_R0	gene_4496
Sinv_RNA6136_R0	gene_4497
Sinv_RNA6139_R0	gene_4498
Sinv_RNA6138_R0	gene_4499
Aech_RNA10933_R0	gene_4499
Lhum_RNA16468_R0	gene_4499
Cbir_RNA2799_R0	gene_4499
Dmel_RNA30855_R0	gene_4499
Sinv_RNA6142_R0	gene_4500
Mpha_RNA11377_R0	gene_4500
Dmel_RNA27159_R2	gene_4501
Sinv_RNA6147_R0	gene_4502
Dqua_RNA10825_R0	gene_4502
Sinv_RNA6151_R0	gene_4503
Dqua_RNA10814_R0	gene_4504
Dmel_RNA27889_R0	gene_4504
Dmel_RNA27891_R0	gene_4504
Sinv_RNA6161_R0	gene_4505
Sinv_RNA6165_R0	gene_4506
Sinv_RNA6166_R0	gene_4507
Lhum_RNA18200_R1	gene_4508
Sinv_RNA6169_R0	gene_4509
Cbir_RNA25520_R0	gene_4509
Cbir_RNA17039_R0	gene_4509
Sinv_RNA6170_R0	gene_4510
Dmel_RNA11421_R3	gene_4511
Sinv_RNA6174_R0	gene_4512
Sinv_RNA6176_R0	gene_4513
Sinv_RNA6181_R0	gene_4514
Mpha_RNA5473_R0	gene_4514
Sinv_RNA6187_R0	gene_4515
Amel_RNA25239_R0	gene_4516
Sinv_RNA6193_R0	gene_4517
Sinv_RNA6192_R0	gene_4517
Sinv_RNA6194_R0	gene_4518
Sinv_RNA6195_R0	gene_4519
Aech_RNA17639_R0	gene_4519
Sinv_RNA6197_R0	gene_4520
Sinv_RNA6204_R0	gene_4521
Sinv_RNA6203_R0	gene_4522
Dmel_RNA3797_R0	gene_4522
Sinv_RNA6205_R0	gene_4523
Amel_RNA22758_R1	gene_4523
Sinv_RNA5789_R2	gene_4523
Sinv_RNA5789_R1	gene_4524
Lhum_RNA18761_R0	gene_4525
Lhum_RNA18760_R0	gene_4526
Aech_RNA15267_R5	gene_4527
Sinv_RNA6210_R0	gene_4528
Amel_RNA22746_R0	gene_4528
Sinv_RNA6212_R0	gene_4529
Sinv_RNA6216_R0	gene_4530
Aech_RNA17666_R0	gene_4530
Dmel_RNA21638_R0	gene_4530
Mpha_RNA23165_R0	gene_4531
Mpha_RNA23163_R0	gene_4532
Sinv_RNA6226_R0	gene_4533
Sinv_RNA6227_R0	gene_4533
Sinv_RNA6228_R0	gene_4533
Sinv_RNA6232_R0	gene_4534
Lhum_RNA14052_R3	gene_4534
Sinv_RNA6230_R0	gene_4535
Nvit_RNA10146_R6	gene_4536
Aech_RNA17678_R1	gene_4537
Sinv_RNA6239_R0	gene_4538
Lhum_RNA18800_R0	gene_4538
Dqua_RNA10143_R0	gene_4538
Nvit_RNA21393_R0	gene_4538
Nvit_RNA21391_R0	gene_4538
Sinv_RNA6249_R0	gene_4539
Lhum_RNA18810_R0	gene_4539
Sinv_RNA6257_R0	gene_4540
Sinv_RNA6258_R0	gene_4541
Sinv_RNA6260_R0	gene_4542
Cbir_RNA16487_R0	gene_4542
Aech_RNA17702_R0	gene_4542
Lhum_RNA18827_R0	gene_4543
Amel_RNA22640_R0	gene_4544
Sinv_RNA6266_R0	gene_4545
Cbir_RNA16477_R0	gene_4545
Sinv_RNA6270_R0	gene_4546
Sinv_RNA9518_R2	gene_4547
Sinv_RNA6149_R0	gene_4548
Lhum_RNA1756_R0	gene_4548
Lhum_RNA1757_R0	gene_4548
Dmel_RNA912_R3	gene_4549
Dqua_RNA10803_R0	gene_4550
Dmel_RNA31359_R4	gene_4551
Aech_RNA17598_R0	gene_4552
Sinv_RNA19412_R1	gene_4552
Mpha_RNA13506_R6	gene_4552
Sinv_RNA6173_R0	gene_4553
Sinv_RNA6175_R0	gene_4554
Sinv_RNA6178_R0	gene_4555
Lhum_RNA18178_R0	gene_4556
Sinv_RNA6182_R0	gene_4556
Dmel_RNA3677_R2	gene_4556
Dqua_RNA3885_R0	gene_4557
Sinv_RNA6185_R0	gene_4558
Dqua_RNA3881_R0	gene_4559
Sinv_RNA6189_R0	gene_4560
Aech_RNA17626_R0	gene_4560
Sinv_RNA6191_R0	gene_4561
Sinv_RNA6202_R0	gene_4562
Sinv_RNA6201_R0	gene_4562
Lhum_RNA18749_R0	gene_4562
Sinv_RNA6209_R0	gene_4563
Dqua_RNA22094_R0	gene_4563
Sinv_RNA6211_R0	gene_4564
Sinv_RNA6214_R0	gene_4565
Dqua_RNA19106_R0	gene_4566
Sinv_RNA6215_R0	gene_4567
Dmel_RNA6290_R4	gene_4567
Aech_RNA17667_R0	gene_4568
Lhum_RNA18779_R1	gene_4568
Lhum_RNA18783_R1	gene_4568
Mpha_RNA799_R2	gene_4568
Nvit_RNA2286_R0	gene_4568
Sinv_RNA6219_R0	gene_4569
Cbir_RNA11873_R1	gene_4569
Dmel_RNA21638_R2	gene_4569
Sinv_RNA6225_R0	gene_4570
Cbir_RNA22623_R3	gene_4571
Mpha_RNA23140_R0	gene_4572
Amel_RNA22673_R0	gene_4573
Sinv_RNA6250_R0	gene_4574
Lhum_RNA18812_R0	gene_4574
Mpha_RNA20957_R0	gene_4574
Aech_RNA17692_R0	gene_4575
Lhum_RNA18813_R0	gene_4575
Mpha_RNA20955_R0	gene_4575
Mpha_RNA20956_R0	gene_4575
Sinv_RNA6252_R0	gene_4576
Sinv_RNA6253_R0	gene_4577
Mpha_RNA21125_R0	gene_4577
Sinv_RNA6254_R0	gene_4578
Amel_RNA22661_R0	gene_4578
Sinv_RNA6256_R0	gene_4579
Sinv_RNA6255_R0	gene_4579
Dmel_RNA10304_R1	gene_4579
Cbir_RNA14700_R1	gene_4579
Sinv_RNA6267_R0	gene_4580
Sinv_RNA6269_R0	gene_4581
Sinv_RNA6268_R0	gene_4581
Sinv_RNA6271_R0	gene_4582
Amel_RNA22624_R0	gene_4583
Amel_RNA22613_R0	gene_4584
Sinv_RNA6274_R0	gene_4585
Sinv_RNA10336_R1	gene_4586
Aech_RNA107_R0	gene_4587
Lhum_RNA2182_R7	gene_4588
Cbir_RNA19851_R1	gene_4589
Cbir_RNA14148_R0	gene_4590
Cbir_RNA23191_R0	gene_4590
Lhum_RNA268_R0	gene_4590
Sinv_RNA6277_R0	gene_4591
Cbir_RNA20779_R5	gene_4592
Nvit_RNA14930_R4	gene_4593
Cbir_RNA24541_R5	gene_4594
Sinv_RNA12286_R5	gene_4595
Sinv_RNA6278_R0	gene_4596
Sinv_RNA6279_R0	gene_4597
Sinv_RNA6284_R0	gene_4598
Sinv_RNA6286_R0	gene_4599
Sinv_RNA6287_R0	gene_4600
Dqua_RNA10828_R0	gene_4601
Sinv_RNA22236_R3	gene_4602
Sinv_RNA6294_R0	gene_4603
Sinv_RNA6297_R0	gene_4604
Sinv_RNA6302_R0	gene_4605
Dqua_RNA5074_R1	gene_4606
Sinv_RNA19948_R5	gene_4607
Aech_RNA16369_R7	gene_4608
Dmel_RNA5842_R1	gene_4609
Nvit_RNA25705_R5	gene_4610
Sinv_RNA18944_R2	gene_4611
Sinv_RNA12012_R2	gene_4612
Sinv_RNA6293_R0	gene_4613
Sinv_RNA17799_R7	gene_4614
Sinv_RNA22216_R7	gene_4615
Sinv_RNA19227_R4	gene_4616
Sinv_RNA6295_R0	gene_4617
Sinv_RNA6296_R0	gene_4618
Sinv_RNA6298_R0	gene_4619
Amel_RNA7397_R0	gene_4619
Dmel_RNA12469_R0	gene_4620
Cbir_RNA6925_R7	gene_4621
Mpha_RNA2127_R9	gene_4622
Aech_RNA3555_R5	gene_4623
Sinv_RNA6307_R0	gene_4624
Nvit_RNA11848_R1	gene_4624
Dmel_RNA16800_R9	gene_4624
Nvit_RNA20751_R1	gene_4625
Sinv_RNA6308_R0	gene_4626
Sinv_RNA6315_R0	gene_4627
Lhum_RNA23167_R0	gene_4627
Sinv_RNA6319_R0	gene_4628
Dmel_RNA10771_R7	gene_4629
Sinv_RNA6325_R0	gene_4630
Sinv_RNA6326_R0	gene_4631
Dmel_RNA24975_R0	gene_4631
Sinv_RNA6336_R0	gene_4632
Sinv_RNA6341_R0	gene_4633
Sinv_RNA6344_R0	gene_4634
Sinv_RNA6345_R0	gene_4635
Amel_RNA8007_R0	gene_4635
Amel_RNA8006_R0	gene_4635
Sinv_RNA6351_R0	gene_4636
Mpha_RNA10406_R0	gene_4637
Amel_RNA21508_R0	gene_4638
Lhum_RNA21163_R0	gene_4639
Sinv_RNA6363_R0	gene_4640
Sinv_RNA6374_R0	gene_4641
Sinv_RNA6375_R0	gene_4642
Mpha_RNA4593_R0	gene_4643
Sinv_RNA6377_R0	gene_4643
Sinv_RNA6389_R0	gene_4644
Mpha_RNA8173_R0	gene_4645
Sinv_RNA6399_R0	gene_4646
Sinv_RNA6401_R0	gene_4647
Sinv_RNA6404_R0	gene_4648
Sinv_RNA6405_R0	gene_4649
Sinv_RNA6406_R0	gene_4650
Sinv_RNA6412_R0	gene_4651
Sinv_RNA6413_R0	gene_4652
Aech_RNA16681_R0	gene_4652
Amel_RNA3764_R0	gene_4653
Mpha_RNA22239_R0	gene_4654
Sinv_RNA6418_R0	gene_4655
Cbir_RNA1154_R0	gene_4655
Dmel_RNA11008_R5	gene_4656
Sinv_RNA6428_R0	gene_4657
Sinv_RNA6429_R0	gene_4658
Sinv_RNA6434_R0	gene_4659
Sinv_RNA6441_R0	gene_4660
Lhum_RNA23223_R0	gene_4661
Sinv_RNA6445_R0	gene_4662
Aech_RNA4493_R0	gene_4662
Aech_RNA4494_R0	gene_4662
Lhum_RNA23227_R0	gene_4663
Sinv_RNA6310_R0	gene_4664
Sinv_RNA6313_R0	gene_4665
Mpha_RNA4065_R0	gene_4665
Sinv_RNA6314_R0	gene_4666
Mpha_RNA4066_R0	gene_4666
Dmel_RNA22235_R0	gene_4666
Lhum_RNA23168_R0	gene_4667
Sinv_RNA6317_R0	gene_4667
Sinv_RNA6318_R0	gene_4667
Dqua_RNA5448_R0	gene_4667
Sinv_RNA6322_R0	gene_4668
Dmel_RNA28230_R0	gene_4668
Sinv_RNA6323_R0	gene_4669
Sinv_RNA6327_R0	gene_4670
Sinv_RNA6330_R0	gene_4671
Sinv_RNA6331_R0	gene_4672
Sinv_RNA6332_R0	gene_4673
Sinv_RNA6333_R0	gene_4673
Nvit_RNA17942_R0	gene_4674
Mpha_RNA7323_R0	gene_4675
Sinv_RNA6342_R0	gene_4676
Sinv_RNA6343_R0	gene_4677
Nvit_RNA17928_R0	gene_4677
Dmel_RNA17787_R0	gene_4677
Sinv_RNA6346_R0	gene_4678
Amel_RNA21511_R0	gene_4679
Sinv_RNA6352_R0	gene_4679
Sinv_RNA6354_R0	gene_4680
Dmel_RNA24948_R2	gene_4680
Sinv_RNA6355_R0	gene_4681
Sinv_RNA6357_R0	gene_4682
Sinv_RNA6358_R0	gene_4683
Sinv_RNA6361_R0	gene_4684
Sinv_RNA6362_R0	gene_4684
Sinv_RNA8679_R1	gene_4685
Cbir_RNA17548_R0	gene_4686
Nvit_RNA14875_R0	gene_4686
Sinv_RNA6369_R0	gene_4687
Sinv_RNA6368_R0	gene_4687
Amel_RNA10314_R0	gene_4687
Sinv_RNA6370_R0	gene_4688
Sinv_RNA6373_R0	gene_4689
Sinv_RNA6376_R0	gene_4690
Sinv_RNA6378_R0	gene_4691
Sinv_RNA6380_R0	gene_4692
Mpha_RNA15700_R0	gene_4692
Mpha_RNA15705_R0	gene_4692
Mpha_RNA15699_R0	gene_4692
Sinv_RNA6381_R0	gene_4693
Sinv_RNA6385_R0	gene_4694
Sinv_RNA6388_R0	gene_4695
Sinv_RNA6391_R0	gene_4696
Sinv_RNA6392_R0	gene_4696
Sinv_RNA6393_R0	gene_4697
Lhum_RNA1210_R0	gene_4698
Dmel_RNA10583_R0	gene_4698
Sinv_RNA6398_R0	gene_4699
Sinv_RNA6400_R0	gene_4700
Mpha_RNA8191_R0	gene_4700
Sinv_RNA6409_R0	gene_4701
Sinv_RNA6410_R0	gene_4702
Sinv_RNA6411_R0	gene_4703
Mpha_RNA22236_R0	gene_4704
Aech_RNA16686_R0	gene_4705
Sinv_RNA6417_R0	gene_4706
Sinv_RNA6421_R0	gene_4707
Sinv_RNA6423_R0	gene_4708
Sinv_RNA6424_R0	gene_4709
Dqua_RNA603_R1	gene_4710
Sinv_RNA6426_R0	gene_4711
Sinv_RNA6427_R0	gene_4712
Sinv_RNA5442_R1	gene_4713
Sinv_RNA6430_R0	gene_4714
Sinv_RNA6432_R0	gene_4715
Mpha_RNA514_R0	gene_4715
Sinv_RNA6436_R0	gene_4716
Lhum_RNA7187_R0	gene_4716
Lhum_RNA23312_R0	gene_4716
Lhum_RNA3347_R0	gene_4716
Sinv_RNA6438_R0	gene_4717
Sinv_RNA6442_R0	gene_4718
Dqua_RNA5131_R0	gene_4719
Lhum_RNA428_R8	gene_4720
Cbir_RNA5992_R5	gene_4721
Lhum_RNA1544_R3	gene_4722
Sinv_RNA6449_R0	gene_4723
Dqua_RNA1520_R0	gene_4724
Sinv_RNA6451_R0	gene_4725
Sinv_RNA6454_R0	gene_4726
Nvit_RNA5357_R0	gene_4726
Nvit_RNA16276_R1	gene_4726
Sinv_RNA6455_R0	gene_4727
Dqua_RNA9748_R0	gene_4727
Sinv_RNA6456_R0	gene_4728
Sinv_RNA6457_R0	gene_4729
Sinv_RNA6459_R0	gene_4730
Mpha_RNA4976_R0	gene_4731
Sinv_RNA6460_R0	gene_4732
Sinv_RNA6461_R0	gene_4733
Sinv_RNA6462_R0	gene_4734
Sinv_RNA19829_R6	gene_4735
Mpha_RNA1478_R9	gene_4736
Sinv_RNA6464_R0	gene_4737
Sinv_RNA6465_R0	gene_4738
Sinv_RNA6466_R0	gene_4739
Mpha_RNA1685_R8	gene_4740
Sinv_RNA6468_R0	gene_4741
Sinv_RNA6469_R0	gene_4742
Aech_RNA15672_R0	gene_4742
Sinv_RNA5429_R3	gene_4742
Nvit_RNA20485_R1	gene_4742
Nvit_RNA14393_R1	gene_4742
Nvit_RNA14394_R1	gene_4742
Dmel_RNA29538_R1	gene_4742
Amel_RNA14658_R1	gene_4742
Nvit_RNA14392_R1	gene_4742
